,country,year,hdi,life_expectancy,population,continent,EFConsPerCap,EFConsTotGHA,BiocapPerCap,BiocapTotGHA
0,Afghanistan,2000,0.34,55.482,20093756.0,Asia,0.648084626,12768498.74,0.509766673,10043372.21
1,Afghanistan,2001,0.341,56.044,20966463.0,Asia,0.605819746,12438205.89,0.500063051,10266894.13
2,Afghanistan,2002,0.373,56.637,21979923.0,Asia,0.704060936,15128227.46,0.570591176,12260349.44
3,Afghanistan,2003,0.381,57.25,23064851.0,Asia,0.708856259,15954511.65,0.5910325670000001,13302606.63
4,Afghanistan,2004,0.396,57.875,24118979.0,Asia,0.619414181,14556109.86,0.502825366,11816295.92
5,Afghanistan,2005,0.405,58.5,25070798.0,Asia,0.708986617,17299202.84,0.5945236420000001,14506317.65
6,Afghanistan,2006,0.415,59.11,25893450.0,Asia,0.654876241,16492141.06,0.528830165,13317847.13
7,Afghanistan,2007,0.433,59.693999999999996,26616792.0,Asia,0.703090355,18194220.65,0.58099918,15034806.27
8,Afghanistan,2008,0.434,60.243,27294031.0,Asia,0.682132719,18096093.74,0.46334252,12291874.34
9,Afghanistan,2009,0.44799999999999995,60.754,28004331.0,Asia,0.8020584829999999,21821846.38,0.57878674,15747224.93
10,Afghanistan,2010,0.45399999999999996,61.226000000000006,28803167.0,Asia,0.822860952,23009001.88,0.544554405,15226938.77
11,Afghanistan,2011,0.46299999999999997,61.666000000000004,29708599.0,Asia,0.797577077,22977556.9,0.45773801399999997,13187065.65
12,Afghanistan,2012,0.47,62.086000000000006,30696958.0,Asia,0.8095183640000001,24064391.12,0.51868752,15418920.59
13,Afghanistan,2013,0.47600000000000003,62.494,31731688.0,Asia,0.790375119,24250684.59,0.507789245,15580243.51
14,Afghanistan,2014,0.479,62.895,32758020.0,Asia,0.7722600620000001,24424655.11,0.504076701,15942685.87
15,Albania,2000,0.662,73.955,3089027.0,Europe,1.5258481369999999,4763652.065,0.867622033,2708689.932
16,Albania,2001,0.67,74.286,3060173.0,Europe,1.5238003999999998,4760489.726,0.849610668,2654260.265
17,Albania,2002,0.674,74.575,3051010.0,Europe,1.733828673,5414937.853999999,0.8528745090000001,2663621.0
18,Albania,2003,0.6809999999999999,74.82,3039616.0,Europe,1.729893665,5392147.818,0.832269125,2594216.1859999998
19,Albania,2004,0.685,75.028,3026939.0,Europe,1.880194874,5835673.6620000005,0.8594393379999999,2667493.4469999997
20,Albania,2005,0.696,75.217,3011487.0,Europe,1.9292485430000001,5946271.831,0.8595081929999999,2649150.3
21,Albania,2006,0.703,75.418,2992547.0,Europe,2.058032281,6278521.382,0.870792668,2656562.017
22,Albania,2007,0.713,75.656,2970017.0,Europe,2.1814052719999997,6567884.276000001,0.876055437,2637671.598
23,Albania,2008,0.721,75.943,2947314.0,Europe,2.195754988,6517066.743,0.96448443,2862618.752
24,Albania,2009,0.725,76.281,2927519.0,Europe,2.2543498619999998,6604996.874,1.004514,2943115.415
25,Albania,2010,0.738,76.652,2913021.0,Europe,2.183636214,6336649.999,1.033030864,2997731.483
26,Albania,2011,0.752,77.031,2905195.0,Europe,2.402041009,6932314.397000001,1.030949292,2975329.975
27,Albania,2012,0.759,77.389,2900401.0,Europe,2.230987301,6426738.012999999,1.0708806709999998,3084853.738
28,Albania,2013,0.7609999999999999,77.702,2895092.0,Europe,2.189181021,6312021.919,1.0436032370000001,3009000.3710000003
29,Albania,2014,0.762,77.96300000000001,2889104.0,Europe,2.1416346369999997,6188638.631,1.051547003,3038634.272
30,Algeria,2000,0.644,70.292,31183660.0,Africa,1.43947969,44888301.69,0.476661585,14864071.5
31,Algeria,2001,0.653,70.778,31592153.0,Africa,1.5537382830000002,49083059.71,0.551796506,17431417.6
32,Algeria,2002,0.6629999999999999,71.27600000000001,31995046.0,Africa,1.6859852130000001,53935342.03,0.520160721,16640149.75
33,Algeria,2003,0.6729999999999999,71.78,32403514.0,Africa,1.813724133,58755412.63,0.621008999,20117524.66
34,Algeria,2004,0.68,72.281,32831096.0,Africa,1.8663384980000002,61248002.31,0.627975575,20608399.55
35,Algeria,2005,0.6859999999999999,72.767,33288437.0,Africa,1.8960241519999999,63076738.93,0.5985484870000001,19912450.27
36,Algeria,2006,0.69,73.225,33777915.0,Africa,1.913115795,64566320.41,0.61037147,20599610.32
37,Algeria,2007,0.6970000000000001,73.648,34300076.0,Africa,1.926553306,66007569.38,0.579520016,19855514.8
38,Algeria,2008,0.705,74.032,34860715.0,Africa,2.023574532,70442858.57,0.501470029,17456724.1
39,Algeria,2009,0.7140000000000001,74.374,35465760.0,Africa,2.232958249,79050743.09,0.6510076020000001,23046841.44
40,Algeria,2010,0.7240000000000001,74.676,36117637.0,Africa,2.1543251569999997,77633690.54,0.617100644,22237961.73
41,Algeria,2011,0.732,74.944,36819558.0,Africa,2.326286674,85414504.08,0.609967212,22396228.07
42,Algeria,2012,0.737,75.187,37565847.0,Africa,2.41715815,90496947.07,0.625056801,23401750.6
43,Algeria,2013,0.741,75.418,38338562.0,Africa,2.481657282,94764817.03,0.6234460629999999,23806974.68
44,Algeria,2014,0.743,75.641,39113313.0,Africa,2.448755226,95340572.5,0.541530572,21084114.19
45,Angola,2000,0.391,47.113,16440924.0,Africa,0.7666148690000001,11544146.37,3.443740038,51857902.39
46,Angola,2001,0.401,48.2,16983266.0,Africa,0.773984297,12045362.67,3.36628592,52388833.85
47,Angola,2002,0.406,49.341,17572649.0,Africa,0.8190179040000001,13194132.89,3.28406245,52905261.49
48,Angola,2003,0.415,50.508,18203369.0,Africa,0.825846227,13784530.03,3.1640159860000003,52811857.67
49,Angola,2004,0.426,51.676,18865716.0,Africa,0.82386563,14249168.0,3.0814717910000002,53295595.37
50,Angola,2005,0.439,52.833,19552542.0,Africa,0.810105877,14511345.88,2.980128971,53382753.41
51,Angola,2006,0.45399999999999996,53.974,20262399.0,Africa,0.804743153,14921145.16,2.863065188,53085523.18
52,Angola,2007,0.46799999999999997,55.096000000000004,20997687.0,Africa,0.85218941,16348316.76,2.788701395,53498169.78
53,Angola,2008,0.48,56.18899999999999,21759420.0,Africa,1.054195385,20917661.91,2.7081378810000003,53735686.38
54,Angola,2009,0.488,57.231,22549547.0,Africa,1.252541082,25702267.76,2.703461378,55475296.77
55,Angola,2010,0.495,58.192,23369131.0,Africa,1.0240783279999999,21730942.11,2.630300246,55814971.22
56,Angola,2011,0.508,59.042,24218565.0,Africa,1.094085188,24006746.27,2.5554304180000003,56072022.85
57,Angola,2012,0.523,59.77,25096150.0,Africa,1.155509186,26213418.74,2.353451447,53389457.24
58,Angola,2013,0.527,60.373000000000005,25998340.0,Africa,1.487618844,34881983.02,2.448679296,57417119.95
59,Angola,2014,0.531,60.858000000000004,26920466.0,Africa,1.55887338,37767604.8,2.290336445,55489126.23
60,Argentina,2000,0.7709999999999999,73.832,37057452.0,South America,3.140875786,116393004.4,6.891211265,255371061.4
61,Argentina,2001,0.7759999999999999,74.039,37471509.0,South America,3.0819556130000003,115485499.8,6.8344974370000005,256098870.7
62,Argentina,2002,0.77,74.236,37889370.0,South America,3.015252416,114246100.2,6.837522771000001,259069624.6
63,Argentina,2003,0.775,74.42399999999999,38309379.0,South America,3.116352998,119385925.2,6.807155298,260778715.9
64,Argentina,2004,0.78,74.60300000000001,38728696.0,South America,3.179200312,123126615.5,6.7114646989999995,259926979.3
65,Argentina,2005,0.782,74.775,39145488.0,South America,2.9971884269999998,117326439.6,6.941707044,271736593.1
66,Argentina,2006,0.7879999999999999,74.941,39558890.0,South America,3.1492503139999997,124580565.8,6.781752489,268277995.7
67,Argentina,2007,0.792,75.105,39970224.0,South America,3.2992651139999998,131871291.5,7.072663223999999,282693630.7
68,Argentina,2008,0.794,75.268,40382389.0,South America,3.617653246,146087706.0,7.109910582,287111687.0
69,Argentina,2009,0.802,75.431,40799407.0,South America,2.8856701,117731304.7,6.148749632,250860386.3
70,Argentina,2010,0.816,75.595,41223889.0,South America,3.263983135,134550845.3,6.798467436,280252532.6
71,Argentina,2011,0.8220000000000001,75.76100000000001,41656879.0,South America,3.337569502,139028465.3,6.8916446239999996,287075602.6
72,Argentina,2012,0.823,75.926,42096739.0,South America,3.283842514,138234004.8,6.597104916,277706445.7
73,Argentina,2013,0.825,76.089,42539925.0,South America,3.609330851,153534801.4,6.588436367000001,280260887.9
74,Argentina,2014,0.826,76.252,42981515.0,South America,3.689728277,158584521.3,6.709046747,288354829.2
75,Armenia,2000,0.644,71.40899999999999,3069588.0,Asia,1.144260233,3519859.015,0.482272255,1483517.731
76,Armenia,2001,0.645,71.8,3050655.0,Asia,1.223877952,3745115.535,0.546942092,1673664.7019999998
77,Armenia,2002,0.657,72.112,3033897.0,Asia,1.235047325,3763497.96,0.579935317,1767207.896
78,Armenia,2003,0.6679999999999999,72.347,3017806.0,Asia,1.267316127,3848103.934,0.560768968,1702730.0659999999
79,Armenia,2004,0.679,72.512,3000612.0,Asia,1.4432305440000002,4367186.735,0.646743006,1957031.39
80,Armenia,2005,0.6920000000000001,72.625,2981259.0,Asia,1.582594391,4771395.357,0.708152927,2135024.367
81,Armenia,2006,0.7070000000000001,72.715,2958500.0,Asia,1.586751681,4763682.287,0.658701794,1977528.119
82,Armenia,2007,0.721,72.815,2933056.0,Asia,1.887146871,5639021.53,0.76876781,2297170.558
83,Armenia,2008,0.725,72.946,2908220.0,Asia,2.2395627119999997,6662766.319,0.758677023,2257086.925
84,Armenia,2009,0.72,73.119,2888584.0,Asia,1.9398383030000002,5753773.996,0.7476894620000001,2217729.269
85,Armenia,2010,0.7290000000000001,73.331,2877311.0,Asia,1.86515989,5527401.334,0.664280224,1968594.4440000001
86,Armenia,2011,0.732,73.571,2875581.0,Asia,2.062218613,6120623.557999999,0.722496247,2144354.3959999997
87,Armenia,2012,0.736,73.814,2881922.0,Asia,2.139383176,6371810.677999999,0.748983737,2230728.29
88,Armenia,2013,0.7390000000000001,74.044,2893509.0,Asia,2.033198052,6083714.761,0.785896363,2351551.194
89,Armenia,2014,0.741,74.255,2906220.0,Asia,2.018594914,6068198.904,0.78590562,2362550.102
90,Australia,2000,0.899,79.2341463414634,19153000.0,Oceania,7.972549666,152333904.5,17.44755682,333375716.1
91,Australia,2001,0.902,79.6341463414634,19413000.0,Oceania,8.085087326,156112519.3,17.27071941,333475126.3
92,Australia,2002,0.905,79.9365853658537,19651400.0,Oceania,8.553201886,166910606.2,17.13354513,334350859.8
93,Australia,2003,0.9079999999999999,80.2390243902439,19895400.0,Oceania,8.352460538999999,164838321.0,15.34717375,302881090.2
94,Australia,2004,0.91,80.490243902439,20127400.0,Oceania,9.025965872999999,180388440.9,16.5490247,330740533.2
95,Australia,2005,0.915,80.84146341463409,20394800.0,Oceania,9.056096982,183606034.1,15.96318782,323642471.3
96,Australia,2006,0.9179999999999999,81.0414634146342,20697900.0,Oceania,9.20972036,189777332.5,15.81598831,325907405.9
97,Australia,2007,0.9209999999999999,81.2926829268293,20827600.0,Oceania,8.667185445,181802018.6,13.96105523,292845703.8
98,Australia,2008,0.925,81.39512195121951,21249200.0,Oceania,8.991987051,192161467.9,14.07578893,300803843.2
99,Australia,2009,0.927,81.54390243902441,21691700.0,Oceania,8.453079001,184029440.4,14.12456787,307501718.7
100,Australia,2010,0.927,81.6951219512195,22031750.0,Oceania,8.337227647999999,184777145.9,13.79851142,305815034.2
101,Australia,2011,0.93,81.89512195121951,22340024.0,Oceania,8.801746989,198412504.8,13.97219999,314966926.5
102,Australia,2012,0.9329999999999999,82.04634146341459,22733465.0,Oceania,7.994168172,183157587.8,13.91978586,318921787.3
103,Australia,2013,0.9359999999999999,82.14878048780491,23128129.0,Oceania,7.368945978999999,171479057.4,13.19854498,307136740.8
104,Australia,2014,0.937,82.3,23475686.0,Oceania,6.885746416,162657858.8,13.25100985,313020660.3
105,Austria,2000,0.8370000000000001,78.12682926829271,8011566.0,Europe,5.574971962,44883429.62,3.168335113,25507885.42
106,Austria,2001,0.847,78.57560975609759,8042293.0,Europe,5.7773273960000004,46674334.07,3.24569212,26221556.78
107,Austria,2002,0.8370000000000001,78.6780487804878,8081957.0,Europe,5.5773948220000005,45258886.85,3.1983247169999998,25953446.21
108,Austria,2003,0.841,78.63170731707321,8121423.0,Europe,5.892017882,48052176.34,3.101941137,25297788.55
109,Austria,2004,0.848,79.1804878048781,8171966.0,Europe,6.075331575,49797185.01,3.221834265,26408151.55
110,Austria,2005,0.8540000000000001,79.3317073170732,8227829.0,Europe,6.156401754,50697108.71,3.128629587,25763827.74
111,Austria,2006,0.86,79.88048780487809,8268641.0,Europe,6.440385745,53257933.42,3.083219307,25496281.61
112,Austria,2007,0.8640000000000001,80.1804878048781,8295487.0,Europe,6.35232392,52732483.28,3.0836312610000003,25598117.47
113,Austria,2008,0.87,80.4317073170732,8321496.0,Europe,6.444697617,53693740.16,3.165954399,26377022.32
114,Austria,2009,0.872,80.3317073170732,8343323.0,Europe,5.868881157000001,49071830.22,3.069965515,25669087.94
115,Austria,2010,0.88,80.58048780487809,8363404.0,Europe,6.2179161679999995,52180691.76,3.03640252,25481460.3
116,Austria,2011,0.884,80.9829268292683,8391643.0,Europe,6.460972182999999,54424384.06,3.09679137,26086006.58
117,Austria,2012,0.887,80.9365853658537,8429991.0,Europe,5.953911891000001,50343185.71,2.9257836939999997,24738906.88
118,Austria,2013,0.892,81.1365853658537,8479823.0,Europe,6.024010144,51125532.9,2.904392267,24649460.88
119,Austria,2014,0.892,81.490243902439,8546356.0,Europe,5.876423585,50049029.1,3.014430052,25673659.36
120,Azerbaijan,2000,0.642,66.763,8048600.0,Asia,1.87881909,15251765.32,0.696072193,5650533.244
121,Azerbaijan,2001,0.6509999999999999,67.054,8111200.0,Asia,1.9033883000000003,15599505.07,0.771565898,6323484.352000001
122,Azerbaijan,2002,0.659,67.391,8171950.0,Asia,1.980976941,16403676.88,0.793539634,6570983.9860000005
123,Azerbaijan,2003,0.6679999999999999,67.791,8234100.0,Asia,2.160100235,18083365.6,0.7855647309999999,6576386.597
124,Azerbaijan,2004,0.675,68.249,8306500.0,Asia,2.2207819019999997,18801805.39,0.769308557,6513196.89
125,Azerbaijan,2005,0.682,68.75,8391850.0,Asia,2.3483364559999997,20109745.32,0.795201442,6809628.34
126,Azerbaijan,2006,0.708,69.26899999999999,8484550.0,Asia,2.333942252,20216933.72,0.769327361,6664021.04
127,Azerbaijan,2007,0.7190000000000001,69.774,8581300.0,Asia,2.295172395,20113422.76,0.753668815,6604671.41
128,Azerbaijan,2008,0.728,70.238,8763400.0,Asia,1.878719595,16661819.18,0.794670421,7047701.476
129,Azerbaijan,2009,0.737,70.646,8947243.0,Asia,2.063308407,18529521.0,0.8467639370000001,7604355.265
130,Azerbaijan,2010,0.741,70.987,9054332.0,Asia,1.9287559369999998,17551466.18,0.71737085,6527995.572000001
131,Azerbaijan,2011,0.742,71.26,9173082.0,Asia,2.164536524,19973281.91,0.757959598,6994079.592999999
132,Azerbaijan,2012,0.745,71.47800000000001,9295784.0,Asia,2.250334027,21066458.04,0.784460277,7343709.566000001
133,Azerbaijan,2013,0.752,71.656,9416801.0,Asia,2.307800569,21918335.9,0.788776466,7491404.485
134,Azerbaijan,2014,0.758,71.8,9535079.0,Asia,2.169584949,20892626.35,0.704925149,6788274.292
135,Bahrain,2000,0.794,74.44,664614.0,Asia,9.907323025,6606747.703,1.023303143,682394.7975
136,Bahrain,2001,0.7959999999999999,74.635,697549.0,Asia,9.861825808999999,6852913.775,0.9811798009999999,681814.9809
137,Bahrain,2002,0.7979999999999999,74.822,735148.0,Asia,10.21674857,7410871.726,0.9401439079999999,681947.4769
138,Bahrain,2003,0.8029999999999999,74.999,778711.0,Asia,10.66061055,8119067.379,0.894792733,681469.6452
139,Bahrain,2004,0.8059999999999999,75.167,829848.0,Asia,9.959826961000001,8047430.762999999,0.8560797309999999,691703.0173
140,Bahrain,2005,0.81,75.32600000000001,889168.0,Asia,11.60173189,10058863.7,0.783611837,679402.4149
141,Bahrain,2006,0.813,75.47800000000001,958414.0,Asia,10.60332265,9975690.599,0.7715477359999999,725878.27
142,Bahrain,2007,0.815,75.625,1035891.0,Asia,11.04476972,11338228.66,0.6922767459999999,710670.502
143,Bahrain,2008,0.8140000000000001,75.77,1114590.0,Asia,11.78457339,13148991.65,0.654013692,729735.4166
144,Bahrain,2009,0.81,75.913,1185029.0,Asia,10.57429687,12655001.47,0.612636332,733184.7948
145,Bahrain,2010,0.812,76.056,1240862.0,Asia,10.67680714,13466869.81,0.579844581,731369.5359
146,Bahrain,2011,0.812,76.199,1278269.0,Asia,9.600875761000001,12538839.85,0.5526307429999999,721741.2821
147,Bahrain,2012,0.815,76.34100000000001,1300217.0,Asia,7.703467807000001,10273190.26,0.539663269,719684.1187
148,Bahrain,2013,0.82,76.482,1315411.0,Asia,6.181620576,8341664.586,0.537542951,725376.6137
149,Bahrain,2014,0.823,76.622,1336397.0,Asia,8.711071703,11863870.35,0.534703612,728228.9187
150,Bangladesh,2000,0.46799999999999997,65.324,131581243.0,Asia,0.571823094,75069507.65,0.38600919,50675672.53
151,Bangladesh,2001,0.47600000000000003,65.903,134107160.0,Asia,0.579060252,77464364.23,0.370747992,49597183.41
152,Bangladesh,2002,0.484,66.44800000000001,136600667.0,Asia,0.5804889520000001,79078848.97,0.37768075799999995,51450694.32
153,Bangladesh,2003,0.491,66.965,139019001.0,Asia,0.5830724110000001,80813836.1,0.366461937,50791624.48
154,Bangladesh,2004,0.499,67.46,141307489.0,Asia,0.58103043,81834649.88,0.35518466200000004,50025628.51
155,Bangladesh,2005,0.506,67.937,143431101.0,Asia,0.606279285,86655498.19,0.36491334799999997,52157064.81
156,Bangladesh,2006,0.513,68.403,145368004.0,Asia,0.6322627989999999,91576311.58,0.36700355100000004,53156427.37
157,Bangladesh,2007,0.52,68.861,147139191.0,Asia,0.664510129,97412533.27,0.37422145,54858245.08
158,Bangladesh,2008,0.523,69.312,148805814.0,Asia,0.669817181,99301736.72,0.39736374700000004,58909970.22
159,Bangladesh,2009,0.535,69.759,150454708.0,Asia,0.7039687440000001,105529138.6,0.39372434,59021640.84
160,Bangladesh,2010,0.545,70.19800000000001,152149102.0,Asia,0.7482607440000001,113449049.2,0.407303728,61754169.39
161,Bangladesh,2011,0.557,70.626,153911916.0,Asia,0.770640683,118220904.6,0.401738537,61629102.03
162,Bangladesh,2012,0.565,71.039,155727053.0,Asia,0.7446489140000001,115611956.5,0.390606223,60644350.42
163,Bangladesh,2013,0.57,71.431,157571292.0,Asia,0.770067297,121021466.3,0.404266843,63533364.25
164,Bangladesh,2014,0.575,71.803,159405279.0,Asia,0.794628274,126407876.6,0.409146356,65086183.96
165,Barbados,2000,0.75,73.377,269847.0,North America,4.499456622,1214124.433,0.233012838,62875.721229999996
166,Barbados,2001,0.7490000000000001,73.535,270685.0,North America,4.099644083,1109716.277,0.207627969,56201.98552
167,Barbados,2002,0.753,73.691,271478.0,North America,3.8060892280000003,1033273.312,0.207346812,56290.305960000005
168,Barbados,2003,0.757,73.847,272258.0,North America,4.614050197,1256225.858,0.19915608899999998,54222.4333
169,Barbados,2004,0.7609999999999999,74.00399999999999,273091.0,North America,4.186608351,1143325.075,0.19809393,54097.67011
170,Barbados,2005,0.7659999999999999,74.163,274009.0,North America,4.851884951000001,1329479.553,0.21326508100000002,58437.404720000006
171,Barbados,2006,0.7709999999999999,74.324,275039.0,North America,4.560927346000001,1254437.496,0.193296723,53164.33229
172,Barbados,2007,0.775,74.486,276150.0,North America,4.28139115,1182323.256,0.19038072399999997,52574.39692
173,Barbados,2008,0.779,74.648,277319.0,North America,4.358939154,1208799.222,0.17945591100000002,49765.81632
174,Barbados,2009,0.7809999999999999,74.811,278470.0,North America,4.347547205,1210644.095,0.192544767,53617.171610000005
175,Barbados,2010,0.78,74.973,279569.0,North America,4.025454085,1125380.135,0.178165606,49809.0475
176,Barbados,2011,0.785,75.133,280601.0,North America,4.075411125,1143568.471,0.189394987,53144.61029
177,Barbados,2012,0.792,75.292,281585.0,North America,3.621037404,1019611.6640000001,0.18513361,52129.919460000005
178,Barbados,2013,0.7929999999999999,75.44800000000001,282509.0,North America,3.3744377560000003,953288.7581,0.168315661,47549.67755
179,Barbados,2014,0.794,75.60300000000001,283385.0,North America,3.552894853,1006819.3609999999,0.163914849,46450.19079
180,Belarus,2000,0.6809999999999999,68.9121951219512,9979610.0,Europe,3.876508704,38579207.69,2.732006694,27189066.69
181,Belarus,2001,0.687,68.5073170731707,9928549.0,Europe,3.7043505860000003,36641732.14,2.8206405660000002,27900479.09
182,Belarus,2002,0.695,68.0560975609756,9865548.0,Europe,3.827830562,37611496.79,2.932692541,28816049.8
183,Belarus,2003,0.703,68.5536585365854,9796749.0,Europe,3.957488198,38620416.22,2.931487497,28607859.73
184,Belarus,2004,0.713,68.95609756097559,9730146.0,Europe,4.226030648,40974705.86,3.1624623339999998,30662570.8
185,Belarus,2005,0.723,68.8512195121951,9663915.0,Europe,4.1614132139999995,40118603.94,3.082370772,29715965.67
186,Belarus,2006,0.7390000000000001,69.4048780487805,9604924.0,Europe,4.427764315,42480991.3,3.027635235,29047830.22
187,Belarus,2007,0.755,70.2073170731707,9560953.0,Europe,4.528829738,43277766.76,3.2168682019999997,30740584.17
188,Belarus,2008,0.7709999999999999,70.45609756097559,9527985.0,Europe,4.828049922,45994177.12,3.4620702060000004,32981239.39
189,Belarus,2009,0.78,70.4073170731707,9506765.0,Europe,4.465641367,42447351.6,3.3998929980000003,32317071.98
190,Belarus,2010,0.787,70.4048780487805,9490583.0,Europe,4.57423992,43419234.76,3.217542827,30541302.99
191,Belarus,2011,0.7929999999999999,70.5536585365854,9473172.0,Europe,4.3032131,40827465.5,3.249991291,30834844.61
192,Belarus,2012,0.7959999999999999,71.9658536585366,9464495.0,Europe,4.808532531,45637589.73,3.4244559389999996,32501374.21
193,Belarus,2013,0.7959999999999999,72.4707317073171,9465997.0,Europe,4.685112917,44495876.24,3.1639884489999996,30049315.98
194,Belarus,2014,0.7979999999999999,72.9707317073171,9474511.0,Europe,4.6927253360000005,44582861.27,3.434653059,32630646.34
195,Belgium,2000,0.873,77.7219512195122,10251250.0,Europe,7.520974357,77228376.03,0.988600549,10151346.26
196,Belgium,2001,0.875,77.9731707317073,10286570.0,Europe,7.64156551,78794472.95,0.936082702,9652229.385
197,Belgium,2002,0.878,78.07560975609759,10332785.0,Europe,7.466926186,77391700.23,0.985811359,10217540.02
198,Belgium,2003,0.88,78.12926829268291,10376133.0,Europe,7.57430792,78971250.72,0.9654485829999999,10065960.2
199,Belgium,2004,0.861,78.87804878048779,10421137.0,Europe,7.409544872000001,77745387.63,1.0015218540000002,10508567.82
200,Belgium,2005,0.865,78.9804878048781,10478617.0,Europe,7.640016695,80689275.31,0.9594067959999999,10132679.31
201,Belgium,2006,0.871,79.380487804878,10547958.0,Europe,7.653052463,81367253.79,0.9355336759999999,9946594.042000001
202,Belgium,2007,0.8740000000000001,79.78292682926829,10625700.0,Europe,7.675660866,82166412.94,0.9436012340000001,10101062.31
203,Belgium,2008,0.8759999999999999,79.6804878048781,10709973.0,Europe,7.533721117000001,81207488.14,0.939800801,10130300.97
204,Belgium,2009,0.878,80.0341463414634,10796493.0,Europe,7.108701517,77160692.52,0.97572122,10590868.79
205,Belgium,2010,0.884,80.1829268292683,10895586.0,Europe,7.1642021179999995,78304729.15,0.969653662,10598314.52
206,Belgium,2011,0.8859999999999999,80.5853658536585,11038264.0,Europe,6.938731895,76362133.6,0.921559198,10141943.46
207,Belgium,2012,0.889,80.3853658536585,11106932.0,Europe,7.214606024,79934227.45,0.904817977,10024930.78
208,Belgium,2013,0.89,80.5878048780488,11159407.0,Europe,7.081767331,78983656.45,0.912610588,10178436.79
209,Belgium,2014,0.895,81.2878048780488,11209057.0,Europe,6.705608216,75279168.21,0.939116008,10542797.85
210,Belize,2014,0.706,70.027,351694.0,North America,5.193841047,1826705.0259999998,3.976586831,1398589.4230000002
211,Benin,2000,0.395,55.391000000000005,6865951.0,Africa,1.109134842,7707788.53,1.167675325,8114608.007999999
212,Benin,2001,0.40700000000000003,55.668,7076733.0,Africa,1.116468492,8010561.122,1.134021821,8136504.677999999
213,Benin,2002,0.41600000000000004,56.025,7295394.0,Africa,1.192055906,8838784.889,1.164199015,8632233.277999999
214,Benin,2003,0.423,56.43600000000001,7520555.0,Africa,1.160262106,8894198.224,1.079294804,8273528.781
215,Benin,2004,0.43,56.887,7750004.0,Africa,1.140396111,9035130.082999999,1.07463295,8514101.725
216,Benin,2005,0.434,57.355,7982225.0,Africa,1.092400567,8938414.553,0.9800107709999999,8018800.7979999995
217,Benin,2006,0.43799999999999994,57.817,8216896.0,Africa,1.147280537,9687315.302000001,0.901935112,7615687.301
218,Benin,2007,0.444,58.255,8454791.0,Africa,1.19017803,10363641.41,0.914743856,7965259.865
219,Benin,2008,0.44799999999999995,58.653999999999996,8696916.0,Africa,1.271306903,11408110.98,0.939663227,8432096.415
220,Benin,2009,0.451,59.00899999999999,8944706.0,Africa,1.282701068,11853415.51,0.943917362,8722721.904
221,Benin,2010,0.45399999999999996,59.318999999999996,9199259.0,Africa,1.2197292240000002,11599380.74,0.894847756,8509823.011
222,Benin,2011,0.45799999999999996,59.595,9460802.0,Africa,1.320393145,12912639.05,0.9370683790000001,9163956.807
223,Benin,2012,0.466,59.855,9729160.0,Africa,1.268006996,12743216.46,0.9246133759999999,9292179.321
224,Benin,2013,0.475,60.113,10004451.0,Africa,1.373508245,14177627.08,0.9604693390000001,9914156.796
225,Benin,2014,0.48100000000000004,60.373000000000005,10286712.0,Africa,1.3556867869999998,14368246.41,0.93628571,9923224.1
226,Bolivia,2000,0.607,60.69,8339512.0,South America,2.822874951,23541393.22,22.55379786,188087617.5
227,Bolivia,2001,0.61,61.26,8496375.0,South America,2.475854434,21035799.81,22.05822976,187415099.6
228,Bolivia,2002,0.617,61.82899999999999,8653345.0,South America,2.505073528,21677252.57,21.63111439,187181384.0
229,Bolivia,2003,0.62,62.398999999999994,8810420.0,South America,2.543908932,22412905.93,21.0503824,185462708.5
230,Bolivia,2004,0.622,62.968,8967741.0,South America,2.526299449,22655197.21,20.58458992,184597255.3
231,Bolivia,2005,0.625,63.538000000000004,9125409.0,South America,2.600174787,23727661.41,20.13774587,183765190.7
232,Bolivia,2006,0.626,64.113,9283334.0,South America,2.648832754,24590014.65,19.70816318,182957576.5
233,Bolivia,2007,0.632,64.692,9441444.0,South America,2.708155927,25569001.29,19.20447521,181318677.6
234,Bolivia,2008,0.636,65.27199999999999,9599855.0,South America,2.789599172,26779928.67,18.72728635,179780449.3
235,Bolivia,2009,0.643,65.847,9758748.0,South America,2.881673035,28121670.25,18.40048921,179566690.5
236,Bolivia,2010,0.649,66.408,9918242.0,South America,2.89866987,28749732.44,17.88165473,177354722.0
237,Bolivia,2011,0.655,66.945,10078343.0,South America,3.054126035,30780093.6,17.47389137,176105375.4
238,Bolivia,2012,0.6609999999999999,67.45100000000001,10239004.0,South America,3.14253657,32175802.82,17.23127772,176427603.0
239,Bolivia,2013,0.6659999999999999,67.922,10400264.0,South America,3.097098522,32209516.13,16.89101211,175664843.4
240,Bolivia,2014,0.6709999999999999,68.357,10562159.0,South America,3.07447077,32472254.03,16.48778313,174142323.1
241,Botswana,2000,0.56,49.03,1728340.0,Africa,3.264868963,5669706.0,4.129760039,7171658.507
242,Botswana,2001,0.5579999999999999,48.838,1754935.0,Africa,2.893211366,5099371.913,4.079364372,7190002.205
243,Botswana,2002,0.5670000000000001,49.108000000000004,1779953.0,Africa,3.364645794,6011511.848999999,4.0192467789999995,7181067.819
244,Botswana,2003,0.58,49.788000000000004,1804339.0,Africa,3.126054046,5659533.102999999,3.9540497510000003,7158569.6
